序号,传输方向,时间标识,ID(HEX),帧格式,帧类型,数据长度,数据(HEX),
1756,接收,353.0988,00000102 H,标准帧,数据帧,8,04 CC CB 32 5C CE 33 45 ,
1757,接收,353.0990,00000102 H,标准帧,数据帧,8,08 CC 83 33 2C CD 73 34 ,
1758,接收,353.0992,00000102 H,标准帧,数据帧,8,0C CD 13 33 2C CB 73 2C ,
1759,接收,353.0995,00000102 H,标准帧,数据帧,8,10 CA 6B 29 8C AA F2 92 ,
1760,接收,353.0997,00000102 H,标准帧,数据帧,8,14 CA 33 28 AC AB F2 8F ,
1761,接收,353.0999,00000102 H,标准帧,数据帧,8,18 CA AF 2A 2C A8 32 B1 ,
1762,接收,353.1002,00000102 H,标准帧,数据帧,8,1C CA 93 2A FC A6 F2 8A ,
1763,接收,353.1893,00000020 H,标准帧,数据帧,1,F8 ,
1764,接收,353.1962,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF F3 39 ,
1765,接收,353.1964,00000100 H,标准帧,数据帧,8,04 CD 37 34 6C D0 73 2D ,
1766,接收,353.1967,00000100 H,标准帧,数据帧,8,08 CD 37 32 FC CD 73 38 ,
1767,接收,353.1969,00000100 H,标准帧,数据帧,8,0C CC BF 32 4C D2 B3 33 ,
1768,接收,353.1971,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 2C A8 32 A9 ,
1769,接收,353.1974,00000100 H,标准帧,数据帧,8,14 CA 8F 27 FC A9 F2 9F ,
1770,接收,353.1976,00000100 H,标准帧,数据帧,8,18 CA C7 2A 7C AB F2 63 ,
1771,接收,353.1978,00000100 H,标准帧,数据帧,8,1C CA 8B 28 DC AB B2 8A ,
1772,接收,353.1981,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CC F3 3D ,
1773,接收,353.1983,00000101 H,标准帧,数据帧,8,04 CC BF 33 FC CF 33 4A ,
1774,接收,353.1985,00000101 H,标准帧,数据帧,8,08 CC 8B 34 7C CF 73 2C ,
1775,接收,353.1988,00000101 H,标准帧,数据帧,8,0C CD 27 31 EC CC F3 39 ,
1776,接收,353.1990,00000101 H,标准帧,数据帧,8,10 CA 5B 25 6C A5 B2 B9 ,
1777,接收,353.1992,00000101 H,标准帧,数据帧,8,14 CA 93 2A DC AD 32 A8 ,
1778,接收,353.1994,00000101 H,标准帧,数据帧,8,18 CA BB 2B 0C AB 72 96 ,
1779,接收,353.1997,00000101 H,标准帧,数据帧,8,1C CA 93 27 2C AC F2 91 ,
1780,接收,353.1999,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 13 ,
1781,接收,353.2001,00000102 H,标准帧,数据帧,8,04 CC CB 32 5C CE 73 47 ,
1782,接收,353.2004,00000102 H,标准帧,数据帧,8,08 CC 93 33 3C CD 33 33 ,
1783,接收,353.2006,00000102 H,标准帧,数据帧,8,0C CD 0F 33 6C CB 33 30 ,
1784,接收,353.2008,00000102 H,标准帧,数据帧,8,10 CA 6B 29 9C AB 32 92 ,
1785,接收,353.2011,00000102 H,标准帧,数据帧,8,14 CA 2F 28 AC AC 72 90 ,
1786,接收,353.2013,00000102 H,标准帧,数据帧,8,18 CA B3 29 FC A7 F2 B1 ,
1787,接收,353.2015,00000102 H,标准帧,数据帧,8,1C CA 97 2B 1C A7 B2 89 ,
1788,接收,353.2907,00000020 H,标准帧,数据帧,1,F8 ,
1789,接收,353.2976,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF F3 3A ,
1790,接收,353.2978,00000100 H,标准帧,数据帧,8,04 CD 37 34 4C D0 B3 2E ,
1791,接收,353.2980,00000100 H,标准帧,数据帧,8,08 CD 37 32 EC CD B3 38 ,
1792,接收,353.2982,00000100 H,标准帧,数据帧,8,0C CC B7 32 5C D2 33 30 ,
1793,接收,353.2985,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 4C A7 F2 A8 ,
1794,接收,353.2987,00000100 H,标准帧,数据帧,8,14 CA 8F 27 EC A9 72 9F ,
1795,接收,353.2989,00000100 H,标准帧,数据帧,8,18 CA C7 2A 8C AC 72 66 ,
1796,接收,353.2992,00000100 H,标准帧,数据帧,8,1C CA 8F 28 CC AC 32 8A ,
1797,接收,353.2994,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 33 40 ,
1798,接收,353.2996,00000101 H,标准帧,数据帧,8,04 CC BB 34 2C CE F3 4A ,
1799,接收,353.2999,00000101 H,标准帧,数据帧,8,08 CC 8B 34 7C CE B3 2C ,
1800,接收,353.3001,00000101 H,标准帧,数据帧,8,0C CD 27 31 EC CC F3 37 ,
1801,接收,353.3003,00000101 H,标准帧,数据帧,8,10 CA 63 25 6C A5 B2 B7 ,
1802,接收,353.3006,00000101 H,标准帧,数据帧,8,14 CA 8B 2A DC AD 72 A9 ,
1803,接收,353.3008,00000101 H,标准帧,数据帧,8,18 CA BB 2B 0C AB 32 96 ,
1804,接收,353.3010,00000101 H,标准帧,数据帧,8,1C CA 93 27 1C AC F2 92 ,
1805,接收,353.3013,00000102 H,标准帧,数据帧,8,00 00 48 01 30 05 00 13 ,
1806,接收,353.3015,00000102 H,标准帧,数据帧,8,04 CC CB 32 3C CE 33 46 ,
1807,接收,353.3017,00000102 H,标准帧,数据帧,8,08 CC 93 33 2C CD 33 34 ,
1808,接收,353.3019,00000102 H,标准帧,数据帧,8,0C CD 0B 33 6C CB 33 30 ,
1809,接收,353.3022,00000102 H,标准帧,数据帧,8,10 CA 57 29 8C AA F2 91 ,
1810,接收,353.3024,00000102 H,标准帧,数据帧,8,14 CA 3B 28 CC AC B2 92 ,
1811,接收,353.3026,00000102 H,标准帧,数据帧,8,18 CA BB 2A 1C A8 32 AF ,
1812,接收,353.3029,00000102 H,标准帧,数据帧,8,1C CA 87 2A DC A7 32 89 ,
1813,接收,353.3920,00000020 H,标准帧,数据帧,1,F8 ,
1814,接收,353.3989,00000100 H,标准帧,数据帧,8,00 00 4C 01 9C D0 33 39 ,
1815,接收,353.3991,00000100 H,标准帧,数据帧,8,04 CD 3B 34 5C D0 B3 2D ,
1816,接收,353.3994,00000100 H,标准帧,数据帧,8,08 CD 33 32 FC CD 73 36 ,
1817,接收,353.3996,00000100 H,标准帧,数据帧,8,0C CC B7 32 6C D3 33 32 ,
1818,接收,353.3998,00000100 H,标准帧,数据帧,8,10 C9 E7 2A 7C A8 F2 A9 ,
1819,接收,353.4001,00000100 H,标准帧,数据帧,8,14 CA 93 28 0C A9 F2 A1 ,
1820,接收,353.4003,00000100 H,标准帧,数据帧,8,18 CA C3 2A 8C AC 72 64 ,
1821,接收,353.4005,00000100 H,标准帧,数据帧,8,1C CA 93 28 AC AB F2 8A ,
1822,接收,353.4008,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 33 40 ,
1823,接收,353.4010,00000101 H,标准帧,数据帧,8,04 CC CB 34 2C CF 73 46 ,
1824,接收,353.4012,00000101 H,标准帧,数据帧,8,08 CC 87 34 7C CF F3 2C ,
1825,接收,353.4014,00000101 H,标准帧,数据帧,8,0C CD 2B 31 DC CC F3 39 ,
1826,接收,353.4017,00000101 H,标准帧,数据帧,8,10 CA 63 25 8C A6 32 B7 ,
1827,接收,353.4019,00000101 H,标准帧,数据帧,8,14 CA 93 2A CC AD 72 A9 ,
1828,接收,353.4021,00000101 H,标准帧,数据帧,8,18 CA B7 2B 0C AA F2 92 ,
1829,接收,353.4024,00000101 H,标准帧,数据帧,8,1C CA 8F 27 0C AD 32 93 ,
1830,接收,353.4026,00000102 H,标准帧,数据帧,8,00 00 4C 01 30 05 00 13 ,
1831,接收,353.4028,00000102 H,标准帧,数据帧,8,04 CC D3 32 6C CE 73 46 ,
1832,接收,353.4031,00000102 H,标准帧,数据帧,8,08 CC 87 33 2C CD B3 37 ,
1833,接收,353.4033,00000102 H,标准帧,数据帧,8,0C CD 0F 33 6C CA F3 2E ,
1834,接收,353.4035,00000102 H,标准帧,数据帧,8,10 CA 6B 29 BC AB 72 95 ,
1835,接收,353.4037,00000102 H,标准帧,数据帧,8,14 CA 2F 28 CC AB F2 90 ,
1836,接收,353.4040,00000102 H,标准帧,数据帧,8,18 CA AF 2A 1C A7 F2 B1 ,
1837,接收,353.4042,00000102 H,标准帧,数据帧,8,1C CA 8F 2A FC A6 F2 8B ,
1838,接收,353.4131,00000020 H,标准帧,数据帧,1,FA ,
1839,接收,353.4177,00000200 H,标准帧,数据帧,8,00 73 75 CD 9F FE BF FA ,
1840,接收,353.4180,00000200 H,标准帧,数据帧,8,04 FF EF FF BF FE DD 3D ,
1841,接收,353.4182,00000201 H,标准帧,数据帧,8,00 75 09 D0 FF FF 7F FD ,
1842,接收,353.4184,00000201 H,标准帧,数据帧,8,04 74 D5 D3 6F FE DD 33 ,
1843,接收,353.4187,00000202 H,标准帧,数据帧,8,00 73 FF FF DF FF 7F FD ,
1844,接收,353.4189,00000202 H,标准帧,数据帧,8,04 74 11 CD 8F FF 1D 08 ,
1845,接收,353.4533,00000040 H,标准帧,数据帧,5,01 00 00 00 00 ,
1846,接收,353.4553,00000301 H,标准帧,数据帧,4,00 00 00 00 ,
1847,接收,353.5145,00000020 H,标准帧,数据帧,1,F8 ,
1848,接收,353.5213,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 73 37 ,
1849,接收,353.5216,00000100 H,标准帧,数据帧,8,04 CD 37 34 5C D0 73 2E ,
1850,接收,353.5218,00000100 H,标准帧,数据帧,8,08 CD 2F 33 0C CD 33 38 ,
1851,接收,353.5220,00000100 H,标准帧,数据帧,8,0C CC BB 32 4C D2 B3 33 ,
1852,接收,353.5223,00000100 H,标准帧,数据帧,8,10 C9 E3 2A 3C A7 F2 A8 ,
1853,接收,353.5225,00000100 H,标准帧,数据帧,8,14 CA 8F 27 FC A9 72 9F ,
1854,接收,353.5227,00000100 H,标准帧,数据帧,8,18 CA C3 2A 8C AC B2 65 ,
1855,接收,353.5229,00000100 H,标准帧,数据帧,8,1C CA 97 28 BC AB F2 8B ,
1856,接收,353.5232,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 73 41 ,
1857,接收,353.5234,00000101 H,标准帧,数据帧,8,04 CC C7 34 0C CE B3 49 ,
1858,接收,353.5236,00000101 H,标准帧,数据帧,8,08 CC 8F 34 9C CF 33 2B ,
1859,接收,353.5239,00000101 H,标准帧,数据帧,8,0C CD 27 32 0C CD 33 39 ,
1860,接收,353.5241,00000101 H,标准帧,数据帧,8,10 CA 5F 25 9C A5 F2 B8 ,
1861,接收,353.5243,00000101 H,标准帧,数据帧,8,14 CA 8F 2A CC AD 32 A7 ,
1862,接收,353.5246,00000101 H,标准帧,数据帧,8,18 CA BB 2B 1C AB 32 94 ,
1863,接收,353.5248,00000101 H,标准帧,数据帧,8,1C CA 83 27 0C AC 72 93 ,
1864,接收,353.5250,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 13 ,
1865,接收,353.5253,00000102 H,标准帧,数据帧,8,04 CC C3 32 4C CE 73 48 ,
1866,接收,353.5255,00000102 H,标准帧,数据帧,8,08 CC 97 33 4C CC F3 33 ,
1867,接收,353.5257,00000102 H,标准帧,数据帧,8,0C CD 17 33 5C CA F3 31 ,
1868,接收,353.5260,00000102 H,标准帧,数据帧,8,10 CA 6B 29 9C AB B2 90 ,
1869,接收,353.5262,00000102 H,标准帧,数据帧,8,14 CA 3B 28 AC AB 72 90 ,
1870,接收,353.5264,00000102 H,标准帧,数据帧,8,18 CA B3 29 FC A7 F2 B0 ,
1871,接收,353.5266,00000102 H,标准帧,数据帧,8,1C CA 97 2A FC A6 F2 8A ,
1872,接收,353.6158,00000020 H,标准帧,数据帧,1,F8 ,
1873,接收,353.6227,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 B3 39 ,
1874,接收,353.6229,00000100 H,标准帧,数据帧,8,04 CD 37 34 4C D0 B3 2D ,
1875,接收,353.6231,00000100 H,标准帧,数据帧,8,08 CD 37 32 EC CD B3 35 ,
1876,接收,353.6234,00000100 H,标准帧,数据帧,8,0C CC B7 32 3C D2 B3 34 ,
1877,接收,353.6236,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 3C A7 32 A4 ,
1878,接收,353.6238,00000100 H,标准帧,数据帧,8,14 CA 87 27 DC A9 32 9F ,
1879,接收,353.6241,00000100 H,标准帧,数据帧,8,18 CA BF 2A 7C AB F2 64 ,
1880,接收,353.6243,00000100 H,标准帧,数据帧,8,1C CA 8F 28 AC AB F2 88 ,
1881,接收,353.6245,00000101 H,标准帧,数据帧,8,00 00 50 01 5C CC F3 3E ,
1882,接收,353.6248,00000101 H,标准帧,数据帧,8,04 CC BB 33 FC CF 33 4C ,
1883,接收,353.6250,00000101 H,标准帧,数据帧,8,08 CC 83 34 9C CF 73 2C ,
1884,接收,353.6252,00000101 H,标准帧,数据帧,8,0C CD 23 32 0C CD 33 39 ,
1885,接收,353.6255,00000101 H,标准帧,数据帧,8,10 CA 5B 25 7C A6 72 BA ,
1886,接收,353.6257,00000101 H,标准帧,数据帧,8,14 CA 93 2A CC AC F2 A7 ,
1887,接收,353.6259,00000101 H,标准帧,数据帧,8,18 CA AB 2B 1C AB B2 98 ,
1888,接收,353.6261,00000101 H,标准帧,数据帧,8,1C CA 8F 27 0C AC B2 91 ,
1889,接收,353.6264,00000102 H,标准帧,数据帧,8,00 00 48 01 40 05 00 13 ,
1890,接收,353.6266,00000102 H,标准帧,数据帧,8,04 CC CB 32 6C CE B3 45 ,
1891,接收,353.6268,00000102 H,标准帧,数据帧,8,08 CC 87 33 2C CD B3 34 ,
1892,接收,353.6271,00000102 H,标准帧,数据帧,8,0C CD 0B 33 4C CB 33 2E ,
1893,接收,353.6273,00000102 H,标准帧,数据帧,8,10 CA 6B 29 AC AA 72 93 ,
1894,接收,353.6275,00000102 H,标准帧,数据帧,8,14 CA 37 28 AC AC 32 90 ,
1895,接收,353.6278,00000102 H,标准帧,数据帧,8,18 CA B7 2A 2C A8 32 B0 ,
1896,接收,353.6280,00000102 H,标准帧,数据帧,8,1C CA 97 2A FC A6 B2 8B ,
1897,接收,353.7172,00000020 H,标准帧,数据帧,1,F8 ,
1898,接收,353.7241,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF F3 37 ,
1899,接收,353.7243,00000100 H,标准帧,数据帧,8,04 CD 3F 34 5C D0 33 2D ,
1900,接收,353.7245,00000100 H,标准帧,数据帧,8,08 CD 27 32 EC CD B3 39 ,
1901,接收,353.7248,00000100 H,标准帧,数据帧,8,0C CC BB 32 4C D2 B3 31 ,
1902,接收,353.7250,00000100 H,标准帧,数据帧,8,10 C9 E7 2A 1C A7 F2 A8 ,
1903,接收,353.7252,00000100 H,标准帧,数据帧,8,14 CA 8B 27 FC A9 32 A1 ,
1904,接收,353.7255,00000100 H,标准帧,数据帧,8,18 CA BF 2A 9C AC 32 64 ,
1905,接收,353.7257,00000100 H,标准帧,数据帧,8,1C CA 97 28 BC AC 32 8B ,
1906,接收,353.7259,00000101 H,标准帧,数据帧,8,00 00 4C 01 6C CC F3 3F ,
1907,接收,353.7261,00000101 H,标准帧,数据帧,8,04 CC C7 34 0C CE B3 48 ,
1908,接收,353.7264,00000101 H,标准帧,数据帧,8,08 CC 87 34 9C D0 33 2B ,
1909,接收,353.7266,00000101 H,标准帧,数据帧,8,0C CD 1F 31 DC CD 33 3D ,
1910,接收,353.7268,00000101 H,标准帧,数据帧,8,10 CA 5B 25 7C A6 32 BC ,
1911,接收,353.7271,00000101 H,标准帧,数据帧,8,14 CA 93 2A DC AC 72 A3 ,
1912,接收,353.7273,00000101 H,标准帧,数据帧,8,18 CA AB 2B 1C AB B2 96 ,
1913,接收,353.7275,00000101 H,标准帧,数据帧,8,1C CA 93 27 0C AC 72 92 ,
1914,接收,353.7278,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 14 ,
1915,接收,353.7280,00000102 H,标准帧,数据帧,8,04 CC CB 32 6C CE B3 46 ,
1916,接收,353.7282,00000102 H,标准帧,数据帧,8,08 CC 83 33 2C CD B3 37 ,
1917,接收,353.7284,00000102 H,标准帧,数据帧,8,0C CD 1F 33 7C CA F3 2D ,
1918,接收,353.7287,00000102 H,标准帧,数据帧,8,10 CA 5F 29 8C AA B2 8F ,
1919,接收,353.7289,00000102 H,标准帧,数据帧,8,14 CA 2F 28 AC AB F2 92 ,
1920,接收,353.7291,00000102 H,标准帧,数据帧,8,18 CA BB 2A 0C A8 B2 B1 ,
1921,接收,353.7294,00000102 H,标准帧,数据帧,8,1C CA 9F 2B 0C A6 F2 89 ,
1922,接收,353.8185,00000020 H,标准帧,数据帧,1,F8 ,
1923,接收,353.8254,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD B3 42 ,
1924,接收,353.8256,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 73 39 ,
1925,接收,353.8258,00000100 H,标准帧,数据帧,8,04 CD 3B 34 6C D1 33 2F ,
1926,接收,353.8261,00000100 H,标准帧,数据帧,8,08 CD 37 32 FC CE 73 38 ,
1927,接收,353.8263,00000100 H,标准帧,数据帧,8,0C CC BB 32 5C D2 F3 33 ,
1928,接收,353.8265,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 5C A7 F2 A8 ,
1929,接收,353.8268,00000100 H,标准帧,数据帧,8,14 CA 8B 28 0C A9 72 A0 ,
1930,接收,353.8270,00000100 H,标准帧,数据帧,8,18 CA BF 2A AC AC F2 65 ,
1931,接收,353.8272,00000100 H,标准帧,数据帧,8,1C CA 93 28 AC AB F2 8A ,
1932,接收,353.8275,00000101 H,标准帧,数据帧,8,04 CC C3 34 2C CE B3 47 ,
1933,接收,353.8277,00000101 H,标准帧,数据帧,8,08 CC 87 34 7C D0 33 2B ,
1934,接收,353.8279,00000101 H,标准帧,数据帧,8,0C CD 23 31 CC CD 33 3A ,
1935,接收,353.8282,00000101 H,标准帧,数据帧,8,10 CA 57 25 7C A5 F2 B9 ,
1936,接收,353.8284,00000101 H,标准帧,数据帧,8,14 CA 9B 2A DC AC F2 A6 ,
1937,接收,353.8286,00000101 H,标准帧,数据帧,8,18 CA AB 2B 1C AB B2 94 ,
1938,接收,353.8288,00000101 H,标准帧,数据帧,8,1C CA 97 27 0C AC 32 91 ,
1939,接收,353.8291,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 13 ,
1940,接收,353.8293,00000102 H,标准帧,数据帧,8,04 CC CB 32 4C CE B3 47 ,
1941,接收,353.8295,00000102 H,标准帧,数据帧,8,08 CC 8F 33 4C CD 73 35 ,
1942,接收,353.8298,00000102 H,标准帧,数据帧,8,0C CD 13 33 3C CB 73 31 ,
1943,接收,353.8300,00000102 H,标准帧,数据帧,8,10 CA 5F 29 7C AA F2 93 ,
1944,接收,353.8302,00000102 H,标准帧,数据帧,8,14 CA 27 28 CC AC 72 92 ,
1945,接收,353.8304,00000102 H,标准帧,数据帧,8,18 CA B7 2A 1C A8 72 AF ,
1946,接收,353.8307,00000102 H,标准帧,数据帧,8,1C CA 93 2A DC A6 B2 8A ,
1947,接收,353.9199,00000020 H,标准帧,数据帧,1,F8 ,
1948,接收,353.9267,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 73 42 ,
1949,接收,353.9270,00000100 H,标准帧,数据帧,8,00 00 48 01 8C D0 73 39 ,
1950,接收,353.9272,00000100 H,标准帧,数据帧,8,04 CD 33 34 6C D0 B3 2D ,
1951,接收,353.9274,00000100 H,标准帧,数据帧,8,08 CD 37 32 FC CD 33 38 ,
1952,接收,353.9277,00000100 H,标准帧,数据帧,8,0C CC BB 32 6C D2 B3 34 ,
1953,接收,353.9279,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 4C A7 F2 A7 ,
1954,接收,353.9281,00000100 H,标准帧,数据帧,8,14 CA 8B 28 0C A9 72 9E ,
1955,接收,353.9284,00000100 H,标准帧,数据帧,8,18 CA BF 2A 9C AC B2 66 ,
1956,接收,353.9286,00000100 H,标准帧,数据帧,8,1C CA 93 28 AC AC 72 89 ,
1957,接收,353.9288,00000101 H,标准帧,数据帧,8,04 CC CF 33 EC CF 73 47 ,
1958,接收,353.9290,00000101 H,标准帧,数据帧,8,08 CC 83 34 CC CF B3 2C ,
1959,接收,353.9293,00000101 H,标准帧,数据帧,8,0C CD 1B 31 DC CC F3 3A ,
1960,接收,353.9295,00000101 H,标准帧,数据帧,8,10 CA 5F 25 5C A5 F2 B9 ,
1961,接收,353.9297,00000101 H,标准帧,数据帧,8,14 CA 93 2B 0C AD 32 A7 ,
1962,接收,353.9300,00000101 H,标准帧,数据帧,8,18 CA B7 2B 2C AB 72 95 ,
1963,接收,353.9302,00000101 H,标准帧,数据帧,8,1C CA 8F 27 2C AC B2 90 ,
1964,接收,353.9304,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 13 ,
1965,接收,353.9307,00000102 H,标准帧,数据帧,8,04 CC C3 32 5C CD B3 47 ,
1966,接收,353.9309,00000102 H,标准帧,数据帧,8,08 CC 93 33 4C CD B3 34 ,
1967,接收,353.9311,00000102 H,标准帧,数据帧,8,0C CD 13 33 4C CB 73 2D ,
1968,接收,353.9313,00000102 H,标准帧,数据帧,8,10 CA 63 29 9C AA B2 90 ,
1969,接收,353.9316,00000102 H,标准帧,数据帧,8,14 CA 27 28 CC AB F2 92 ,
1970,接收,353.9318,00000102 H,标准帧,数据帧,8,18 CA BF 2A 2C A8 32 B2 ,
1971,接收,353.9320,00000102 H,标准帧,数据帧,8,1C CA 9B 2A DC A6 B2 87 ,
1972,接收,354.0212,00000020 H,标准帧,数据帧,1,F8 ,
1973,接收,354.0281,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF F3 36 ,
1974,接收,354.0283,00000100 H,标准帧,数据帧,8,04 CD 33 34 3C D0 73 2C ,
1975,接收,354.0285,00000100 H,标准帧,数据帧,8,08 CD 2B 32 FC CD 73 39 ,
1976,接收,354.0288,00000100 H,标准帧,数据帧,8,0C CC B3 32 5C D2 F3 31 ,
1977,接收,354.0290,00000100 H,标准帧,数据帧,8,10 C9 EF 2A 2C A8 32 A8 ,
1978,接收,354.0292,00000100 H,标准帧,数据帧,8,14 CA 8B 28 1C A9 F2 A1 ,
1979,接收,354.0295,00000100 H,标准帧,数据帧,8,18 CA BB 2A 7C AC 32 63 ,
1980,接收,354.0297,00000100 H,标准帧,数据帧,8,1C CA 93 28 BC AB B2 8B ,
1981,接收,354.0299,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD B3 41 ,
1982,接收,354.0302,00000101 H,标准帧,数据帧,8,04 CC B7 33 FC CF 33 4B ,
1983,接收,354.0304,00000101 H,标准帧,数据帧,8,08 CC 8B 34 7C CF B3 2B ,
1984,接收,354.0306,00000101 H,标准帧,数据帧,8,0C CD 27 31 EC CC 73 3A ,
1985,接收,354.0309,00000101 H,标准帧,数据帧,8,10 CA 5B 25 3C A5 B2 B8 ,
1986,接收,354.0311,00000101 H,标准帧,数据帧,8,14 CA 9B 2A FC AD 72 A9 ,
1987,接收,354.0313,00000101 H,标准帧,数据帧,8,18 CA AB 2A DC AB 72 95 ,
1988,接收,354.0315,00000101 H,标准帧,数据帧,8,1C CA 93 27 1C AC B2 92 ,
1989,接收,354.0318,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 14 ,
1990,接收,354.0320,00000102 H,标准帧,数据帧,8,04 CC C3 32 5C CE 73 46 ,
1991,接收,354.0322,00000102 H,标准帧,数据帧,8,08 CC 83 33 3C CD B3 37 ,
1992,接收,354.0325,00000102 H,标准帧,数据帧,8,0C CD 13 33 4C CA B3 2D ,
1993,接收,354.0327,00000102 H,标准帧,数据帧,8,10 CA 67 29 7C AB 32 90 ,
1994,接收,354.0329,00000102 H,标准帧,数据帧,8,14 CA 27 28 9C AC 32 92 ,
1995,接收,354.0332,00000102 H,标准帧,数据帧,8,18 CA B7 29 FC A8 B2 B2 ,
1996,接收,354.0334,00000102 H,标准帧,数据帧,8,1C CA 97 2A FC A6 F2 8B ,
1997,接收,354.1226,00000020 H,标准帧,数据帧,1,F8 ,
1998,接收,354.1294,00000100 H,标准帧,数据帧,8,00 00 48 01 8C CF F3 39 ,
1999,接收,354.1297,00000100 H,标准帧,数据帧,8,04 CD 33 34 5C D0 B3 2F ,
2000,接收,354.1299,00000100 H,标准帧,数据帧,8,08 CD 3B 33 2C CD F3 37 ,
2001,接收,354.1301,00000100 H,标准帧,数据帧,8,0C CC BF 32 7C D2 F3 32 ,
2002,接收,354.1304,00000100 H,标准帧,数据帧,8,10 C9 E3 2A 3C A7 F2 A7 ,
2003,接收,354.1306,00000100 H,标准帧,数据帧,8,14 CA 7F 28 0C A9 B2 9D ,
2004,接收,354.1308,00000100 H,标准帧,数据帧,8,18 CA C7 2A 6C AC B2 67 ,
2005,接收,354.1310,00000100 H,标准帧,数据帧,8,1C CA 97 28 DC AC 72 8A ,
2006,接收,354.1313,00000101 H,标准帧,数据帧,8,00 00 50 01 4C CD 73 40 ,
2007,接收,354.1315,00000101 H,标准帧,数据帧,8,04 CC C3 34 2C CE 33 46 ,
2008,接收,354.1317,00000101 H,标准帧,数据帧,8,08 CC 8B 34 9C CF B3 2A ,
2009,接收,354.1320,00000101 H,标准帧,数据帧,8,0C CD 17 31 FC CC B3 3A ,
2010,接收,354.1322,00000101 H,标准帧,数据帧,8,10 CA 5F 25 6C A6 72 BB ,
2011,接收,354.1324,00000101 H,标准帧,数据帧,8,14 CA 93 2A CC AC F2 A5 ,
2012,接收,354.1327,00000101 H,标准帧,数据帧,8,18 CA B3 2B 1C AB 72 97 ,
2013,接收,354.1329,00000101 H,标准帧,数据帧,8,1C CA 8F 27 0C AC 72 91 ,
2014,接收,354.1331,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 12 ,
2015,接收,354.1334,00000102 H,标准帧,数据帧,8,04 CC CB 32 4C CD F3 47 ,
2016,接收,354.1336,00000102 H,标准帧,数据帧,8,08 CC 8F 33 5C CD 73 32 ,
2017,接收,354.1338,00000102 H,标准帧,数据帧,8,0C CD 0B 33 8C CB 73 33 ,
2018,接收,354.1341,00000102 H,标准帧,数据帧,8,10 CA 5F 29 7C AA B2 91 ,
2019,接收,354.1343,00000102 H,标准帧,数据帧,8,14 CA 2B 28 BC AB F2 92 ,
2020,接收,354.1345,00000102 H,标准帧,数据帧,8,18 CA B7 2A 2C A8 32 B0 ,
2021,接收,354.1347,00000102 H,标准帧,数据帧,8,1C CA 97 2A FC A6 F2 87 ,
2022,接收,354.2239,00000020 H,标准帧,数据帧,1,F8 ,
2023,接收,354.2308,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 73 37 ,
2024,接收,354.2310,00000100 H,标准帧,数据帧,8,04 CD 37 34 6C D0 33 2F ,
2025,接收,354.2312,00000100 H,标准帧,数据帧,8,08 CD 33 32 FC CD 33 38 ,
2026,接收,354.2315,00000100 H,标准帧,数据帧,8,0C CC B7 32 4C D3 33 32 ,
2027,接收,354.2317,00000100 H,标准帧,数据帧,8,10 C9 DF 29 FC A7 B2 A6 ,
2028,接收,354.2319,00000100 H,标准帧,数据帧,8,14 CA 83 27 FC A9 72 9F ,
2029,接收,354.2322,00000100 H,标准帧,数据帧,8,18 CA BF 2A BC AC 72 65 ,
2030,接收,354.2324,00000100 H,标准帧,数据帧,8,1C CA 97 28 BC AC 32 8A ,
2031,接收,354.2326,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CC 73 40 ,
2032,接收,354.2329,00000101 H,标准帧,数据帧,8,04 CC C7 34 5C CF 33 49 ,
2033,接收,354.2331,00000101 H,标准帧,数据帧,8,08 CC 77 34 AC D0 33 2C ,
2034,接收,354.2333,00000101 H,标准帧,数据帧,8,0C CD 2B 31 EC CC B3 3A ,
